title,company,site,it_role_type,city,final_tech_stack
Java Developer,TECHVIFY Careers,LinkedIn,Java Developer,Hà Nội,"Sql, Docker, Aws, React, Java, Agile"
Junior/Middle Software Engineer,MATCHDAY,LinkedIn,Software Engineer,Hà Nội,"Kotlin, Aws, React, Python, Java"
Back End Developer,Home Credit Vietnam,LinkedIn,Backend Developer,Hồ Chí Minh,"Java, Agile, Docker"
Junior AI Engineer,VTI,LinkedIn,AI Engineer,Hà Nội,"Java, Aws, Python, C++"
Senior Frontend Developer,LOGIX TECHNOLOGY,LinkedIn,Frontend Developer,Hồ Chí Minh,"Typescript, Javascript, React, Agile, Css"
Nhân viên triển khai phần mềm,Công Ty Cổ Phần Công Nghệ Nanosoft,LinkedIn,Software Engineer,Hà Nội,
Senior Frontend Engineer,"Money Forward Vietnam Co., Ltd",LinkedIn,Frontend Developer,Hồ Chí Minh,"Javascript, Agile, React, Html, Css"
"Technical Developer, Soft Goods",Stanley 1913,LinkedIn,Other IT Role,Hồ Chí Minh,
CHUYÊN VIÊN CAO CẤP LẬP TRÌNH,Vietcap Securities,LinkedIn,Software Engineer,Hồ Chí Minh,"Java, Aws, Agile, Docker"
Middle/ Senior Software Engineer,SHBFinance,LinkedIn,Software Engineer,Hà Nội,"Sql, Docker, Javascript, Aws, Html/Css, Java, Php, Html, Css"
Software Engineer II- Android,ZALORA Group,LinkedIn,Mobile Developer,Hồ Chí Minh,"Java, Kotlin"
LẬP TRÌNH VIÊN PHP,vietnam,LinkedIn,Backend Developer,Hồ Chí Minh,Php
Junior Android Engineer - Hybrid working model 100%,SMG Vietnam,LinkedIn,Mobile Developer,Hồ Chí Minh,"Java, Agile, Kotlin"
[Ha Noi] Software Engineer,Global Zeus Vina,LinkedIn,Software Engineer,Hà Nội,"C++, C#"
REACT NATIVE DEVELOPER,Nam Long Software Ltd,LinkedIn,Mobile Developer,Hồ Chí Minh,"React, Javascript"
Java Developer,CMC Telecom,LinkedIn,Java Developer,Hà Nội,"Java, Aws, Javascript, Sql"
Java Backend Developer,Viettel AI,LinkedIn,Backend Developer,Hà Nội,"Java, Sql, Python"
[iKame Apps] Manual Tester,iKame Global,LinkedIn,QA Engineer,Hà Nội,
Tester,NMS,LinkedIn,QA Engineer,Hà Nội,"Agile, Sql"
NodeJS Developer,HBLAB Joint Stock Company,LinkedIn,Backend Developer,Hà Nội,"Typescript, Javascript"
Pioneer Talent Program - Java Engineer,Binance,LinkedIn,Java Engineer,Hồ Chí Minh,"Java, Aws"
Full Stack Java Developer,mesoneer,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Java, Aws, Agile"
Java Software Engineer,Vinova,LinkedIn,Java Software Engineer,Hà Nội,"Java, Sql"
BrSE,CMC Global Company Limited.,LinkedIn,BrSE (Japan),Not Specified,"C++, Aws, Java, Php, C#"
Principal Software Engineer,Sunbytes,LinkedIn,Principal Software Engineer,Hồ Chí Minh,"Docker, Aws, React, Python"
Tuyển dụng Nhân Viên Python Automation Developer,ĐÚNG NGƯỜI ĐÚNG VIỆC Community,LinkedIn,Python Automation Developer,Hà Nội,"Html, Python, Css"
[Hybrid] Software QA Engineer,Findicia,LinkedIn,QA Engineer,Hồ Chí Minh,
BrSE,Kaopiz Holdings,LinkedIn,BrSE,Hà Nội,"Node.Js, Python, Java, Php, C#, Ruby"
Structural Engineer,Haskoning,LinkedIn,Other IT Role,Hồ Chí Minh,Not Specified
Java Developer,Reco Manpower - The leading HR solutions ecosystem in the IT sector,LinkedIn,Java Developer,Hà Nội,"Java, Sql, Docker"
Senior Front End Developer,TD Consulting,LinkedIn,Frontend Developer,Hà Nội,Javascript
Junior Software Developer - Da Nang,AvePoint,LinkedIn,Software Developer,Đà Nẵng,"C#, Javascript, Html/Css"
Backend Engineer,NAVER VIETNAM,LinkedIn,Backend Developer,Hồ Chí Minh,Java
AI Resident,Qualcomm,LinkedIn,AI Engineer,Hà Nội,Python
Java Developer,TransPerfect,LinkedIn,Java Developer,Hà Nội,"Java, Sql, Docker"
Full-Stack Developer,Varmeta,LinkedIn,Full-stack Developer,Hà Nội,"React, Javascript, Php"
BACKEND / FULLSTACK DEVELOPER – MICRO SERVICE SYSTEMS,Bitsness - A.I Automation Agency,LinkedIn,Backend Developer,Hà Nội,"Docker, Node.Js, Python"
"Junior Android Engineer - Hybrid working model 100%, Ho Chi Minh City",SMG Vietnam,LinkedIn,Mobile Developer,Hồ Chí Minh,"Java, Agile, Kotlin"
Lập trình viên PHP,Hệ Thống Học Trực Tuyến VioEdu - Tập Đoàn FPT,LinkedIn,Backend Developer,Hà Nội,Php
Java Software Engineer,DXC Technology Vietnam,LinkedIn,Software Engineer,Hồ Chí Minh,Java
【教育事業】ソフトウェアエンジニア（データサイエンス）,ドワンゴ,LinkedIn,Software Engineer,Hồ Chí Minh,"Sql, Javascript, Aws, Python, Ruby"
LẬP TRÌNH VIÊN,Thẩm Mỹ Viện Đông Á,LinkedIn,Backend Developer,Hồ Chí Minh,"C#, Sql"
Software Engineer II,Global Fashion Group,LinkedIn,Software Engineer,Hồ Chí Minh,"Golang, Php, Agile, Python"
Software Developer,NMS,LinkedIn,Software Developer,Hà Nội,"Java, Sql, Html/Css, Css"
"Kiến trúc sư giải pháp quảng cáo, Bộ phận quảng cáo gTech, khối Khách hàng chiến lược",Google,LinkedIn,Solution Architect,Hồ Chí Minh,"Sql, Javascript, C++, Python, Java, Php"
Node.js Developer,AAG,LinkedIn,Backend Developer,Not Specified,Javascript
Kiểm Thử Phần Mềm - Tester - Erp,TNHH Quản Trị Hồng Lĩnh,LinkedIn,QA Engineer,Hồ Chí Minh,
Chuyên viên cao cấp Phát triển ứng dụng,NOVALAND,LinkedIn,Other IT Role,Hồ Chí Minh,Python
Full Stack Engineer,Công Ty Cổ Phần Icorp,LinkedIn,Full-stack Developer,Hà Nội,"Sql, Javascript, Html/Css, Html, Css"
[ELCOM Hà Nội] Kỹ sư AI,Elcom Corporation,LinkedIn,AI Engineer,Hà Nội,Python
Associate Solution Support Engineer -Business Technology Platform,SAP,LinkedIn,Associate Solution Support Engineer,Hồ Chí Minh,Not Specified
Senior Backend Developer,"HD SAISON Finance Co., Ltd",LinkedIn,Backend Developer,Hồ Chí Minh,"Java, Css"
[HN-Vietnam] Python Engineer - English Fluency,Sun* Inc.,LinkedIn,Backend Developer,Hà Nội,"Docker, React, Python"
Ruby on Rails Developer,CMC Global Company Limited.,LinkedIn,Backend Developer,Hồ Chí Minh,"Sql, Aws, Html, Ruby, Css"
Frontend Engineer - BTS team,Binance,LinkedIn,Frontend Developer,Hồ Chí Minh,"React, Typescript, Javascript, Sql"
Full-Stack Developer,ĐÚNG NGƯỜI ĐÚNG VIỆC Community,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Typescript, Javascript, Aws, React, Agile"
Intern QA Engineer - Da Nang,AvePoint,LinkedIn,QA Engineer,Đà Nẵng,Agile
Full Stack Engineer,Reco Manpower - The leading HR solutions ecosystem in the IT sector,LinkedIn,Full-stack Developer,Hồ Chí Minh,"React, Typescript, Javascript"
QA Engineer,Talent JDI,LinkedIn,QA Engineer,Hồ Chí Minh,Agile
Nodejs Developer,Everfit.io,LinkedIn,Backend Developer,Đà Nẵng,"Docker, Aws, Agile, Javascript"
JavaScript Developer for Training AI Data,G2i Inc.,LinkedIn,Frontend Developer,Not Specified,"React, Javascript"
,Sun* Vietnam,LinkedIn,Full-stack Developer,Hà Nội,"Typescript, React, Css"
Middle Java Developer,VTI,LinkedIn,Java Developer,Hà Nội,"Java, Aws, Agile"
Lập trình viên PHP,Hệ Thống Học Trực Tuyến VioEdu - Tập Đoàn FPT,LinkedIn,Software Engineer,Hà Nội,Php
Thực tập sinh Lập trình python,ĐÚNG NGƯỜI ĐÚNG VIỆC Community,LinkedIn,Other IT Role,Not Specified,Python
Junior System Engineer,SCC Vietnam,LinkedIn,System Engineer,Hồ Chí Minh,
C / C++ Software Engineer  - Salary Up to 2500$ - Hybrid Working,LG Electronics R&D Vietnam,LinkedIn,C/C++ Software Engineer,Đà Nẵng,"C++, Agile, C"
C# Developer,CMC Global Company Limited.,LinkedIn,C# Developer,Hà Nội,C#
"Kiến trúc sư giải pháp quảng cáo, Bộ phận quảng cáo gTech LCS",Google,LinkedIn,Solution Architect,Hồ Chí Minh,"Php, Javascript, Python, Sql"
Chuyên viên lập trình FullStack JavaScript,bTaskee,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Typescript, Docker, Javascript, Html, Css"
Back End Developer,METUB,LinkedIn,Backend Developer,Hà Nội,"Docker, Javascript"
Tester,Long Hưng,LinkedIn,Tester,Hà Nội,"Agile, Sql"
Back End Developer,RBX,LinkedIn,Backend Developer,Hà Nội,"Golang, Docker, Rust"
Generative AI Engineer,Elcom Corporation,LinkedIn,Generative AI Engineer,Hà Nội,Python
Associate System Engineer,VNG Corporation,LinkedIn,Other IT Role,Hà Nội,"Docker, Python"
Middle Full-stack Java Developer,mesoneer,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Java, Aws, Agile"
Senior Java Developer,Qode.World India,LinkedIn,Backend Developer,Hồ Chí Minh,"Sql, Javascript, Aws, React, Java"
QA Tester,Gameloft,LinkedIn,QA Engineer,Hồ Chí Minh,
Frontend Engineer,NAVER VIETNAM,LinkedIn,Frontend Developer,Hà Nội,"Docker, Javascript"
Front-end Developer,ITCompany,LinkedIn,Frontend Developer,Hà Nội,"Typescript, Javascript, Html/Css, Php, Html, Css"
Software Testing Engineer,Swif.ai,LinkedIn,QA Engineer,Not Specified,"Agile, Python"
Java Developer,Reco Manpower - The leading HR solutions ecosystem in the IT sector,LinkedIn,Backend Developer,Hà Nội,"Java, Sql, Docker"
[HCM] Salesforce Developer,"Hybrid Technologies Co., Ltd.",LinkedIn,Salesforce Developer,Hồ Chí Minh,"Apex, Javascript"
QC Engineer,Amaris Consulting,LinkedIn,QC Engineer,Hồ Chí Minh,
"Embedded Software Engineer II,  Cybersecurity",New Eagle,LinkedIn,Embedded Engineer,Hồ Chí Minh,C
Kỹ sư Phát triển Fullstack - Fullstack Developer - Khối Công nghệ thông tin,MBBank,LinkedIn,Fullstack Developer,Hà Nội,"Java, Sql, Docker"
Web3 Frontend Engineer,Orderly,LinkedIn,Frontend Developer,Hồ Chí Minh,"React, Javascript"
Full Stack Developer,Aperia,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Sql, Html, Docker, Javascript, Agile, React, Html/Css, C#, Css"
Temenos Developer,Finative,LinkedIn,Other IT Role,Not Specified,"React, Typescript, Javascript, Agile"
Thực tập sinh Lập trình python,ĐÚNG NGƯỜI ĐÚNG VIỆC Community,LinkedIn,Other IT Role,Hà Nội,Python
IT Developer,Thiện Nhân Hospital,LinkedIn,IT Developer,Đà Nẵng,"Javascript, Node.Js, Python, Html/Css, Php, Html, Css"
Software Developer,SUNJIN VIỆT NAM,LinkedIn,Software Developer,Hồ Chí Minh,"Java, Javascript, Sql"
Junior Game Developer,Gameloft Vietnam,LinkedIn,Game Developer,Hồ Chí Minh,"C#, Javascript"
[LTS] Front End Developer,LTS Group,LinkedIn,Frontend Developer,Hà Nội,"Html, Javascript, Node.Js, Kotlin, Go, Html/Css, Java, C#, Css"
【教育事業】学校プラットフォーム開発フロントエンドエンジニア,ドワンゴ,LinkedIn,Frontend Developer,Hồ Chí Minh,"Typescript, Aws, React, Html/Css, Java, Html, Css"
Java Software Engineer,MOR Software JSC,LinkedIn,Java Software Engineer,Hà Nội,"Java, Aws, Docker"
Backend Developer,Swif.ai,LinkedIn,Backend Developer,Not Specified,"Java, Scala"
HCM – AI Engineer – LLM/NLP,Vexere.com - Vietnam's largest online bus ticketing platform,LinkedIn,AI Engineer,Hồ Chí Minh,"Docker, Python"
Security Engineer - Blue team,VNG Corporation,LinkedIn,Cybersecurity Specialist,Hồ Chí Minh,"Docker, Aws, Not Specified"
Game Designer,CSCMobi Viet Nam,LinkedIn,Game Developer,Hà Nội,
Backend Engineer,Trusting Social,LinkedIn,Backend Developer,Hồ Chí Minh,"Docker, Aws, Go, Java, Agile"
Full Stack Developer,KitesHR,LinkedIn,Full-stack Developer,Hồ Chí Minh,".Net, Sql, Javascript, React, Agile"
Tuyển Nhân Viên ML Engineer,ĐÚNG NGƯỜI ĐÚNG VIỆC Community,LinkedIn,Machine Learning Engineer,Hà Nội,"Docker, Aws, Python"
Software Engineer,The Flex,LinkedIn,Software Engineer,Not Specified,"Aws, React, Javascript, Python"
Senior Java Software Developer,Qode.World Vietnam,LinkedIn,Software Engineer,Hồ Chí Minh,"Sql, Javascript, Aws, React, Java"
Fullstack Developer,SCC Vietnam,LinkedIn,Fullstack Developer,Hồ Chí Minh,"Typescript, Aws, Python, Agile, C#"
Full Stack Engineer,Masan Group,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Typescript, Javascript, Python, Agile"
Senior Front-End Engineer,Flodesk,LinkedIn,Frontend Developer,Đà Nẵng,"React, Html, Javascript, Css"
Full Stack Developer,Nimble,LinkedIn,Full-stack Developer,Đà Nẵng,"Javascript, Go, Php, Agile, Ruby"
Java Developer,Ant International,LinkedIn,Software Engineer,Hồ Chí Minh,"Java, Sql"
Freelance Software Developer,Mindrift,LinkedIn,Software Developer,Hồ Chí Minh,Java
JUNIOR SOFTWARE DEVELOPER,AvePoint,LinkedIn,Software Engineer,Đà Nẵng,"Aws, Sql"
Java Developer,HRS Group,LinkedIn,Java Developer,Hồ Chí Minh,"Java, Agile, Sql"
Java Developer,Viettel Software Career,LinkedIn,Backend Developer,Hà Nội,"Typescript, Docker, Javascript, Agile, React, Java, Html, Css"
Java Developer,Techvify,LinkedIn,Java Developer,Hà Nội,"Java, Agile, Sql"
IT Developer,Thiện Nhân Hospital,LinkedIn,IT Developer,Đà Nẵng,"Javascript, Node.Js, Python, Html/Css, Php, Html, Css"
HN – Nhân Viên Triển Khai Phần Mềm – Khu Vực Miền Bắc,Vexere.com - Vietnam's largest online bus ticketing platform,LinkedIn,Software Implementation,Hà Nội,
【ドワンゴ】エンジニア オープンポジション,ドワンゴ,LinkedIn,Not Specified,Hồ Chí Minh,"Php, Typescript, Javascript, Go, Java, Scala, Ruby"
Back End Developer,VietNam OFFSHORE,LinkedIn,Backend Developer,Not Specified,"Java, Python, Ruby"
Backend Developer,NMS,LinkedIn,Backend Developer,Hà Nội,"Docker, Go, Python, Agile"
Software Engineer,VinAI,LinkedIn,Software Engineer,Hồ Chí Minh,"C++, Agile"
Frontend Developer,CMC Global Company Limited.,LinkedIn,Frontend Developer,Hà Nội,"React, Typescript, Javascript, Agile"
Chuyên viên phát triển chương trình,Hệ Thống Học Trực Tuyến VioEdu - Tập Đoàn FPT,LinkedIn,Other IT Role,Hà Nội,
Backend Engineer,Trusting Social,LinkedIn,Backend Developer,Hồ Chí Minh,"Docker, Aws, Go, Java, Agile"
BrSE,FPT Software,LinkedIn,Bridge Software Engineer,Hồ Chí Minh,"Typescript, Sql, Javascript, Html/Css, Java, Html, Css"
FULLSTACK .NET ENGINEER,Orient Software Development Corp.,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Typescript, Sql, Docker, Javascript, Agile, React, C#"
Data Scientist - AI Agent Development,Binance,LinkedIn,Data Scientist,Hồ Chí Minh,"Aws, Python"
Security Engineer -,MBBank,LinkedIn,Cybersecurity Specialist,Hà Nội,"Java, Bash, Python, Powershell"
Senior .NET Developer,ĐÚNG NGƯỜI ĐÚNG VIỆC Community,LinkedIn,Backend Developer,Hồ Chí Minh,"Sql, Html, Docker, Javascript, C#, Css"
Full stack development,ITGRATE,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Docker, Kotlin, Aws, Java, Swift"
Frontend Developer,HRS Group,LinkedIn,Frontend Developer,Hồ Chí Minh,"Typescript, Javascript, Agile, Aws, React, Html/Css, Html, Css"
Full Stack Engineer,WorldQuant,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Typescript, Sql, Docker, Javascript, React, Python, Html/Css, Html, Css"
Web Developer,Insten Talent Inc.,LinkedIn,Frontend Developer,Hồ Chí Minh,"Sql, Javascript, Html/Css, Java, Html, Css"
Web Developer,LG CNS Vietnam,LinkedIn,Frontend Developer,Hà Nội,"Sql, Javascript, Python, Html/Css, Java, Php, Html, Css"
Frontend Leader,Ngân hàng TMCP Hàng Hải,LinkedIn,Frontend Developer,Hà Nội,"Javascript, Agile, Aws, React, Html, Css"
Junior Full Stack Engineer - Remote,Sleek,LinkedIn,Full-stack Developer,Not Specified,"Typescript, Sql, Javascript, Aws, React, Agile"
Middle Angular,Nitori Digital Base Vietnam,LinkedIn,Frontend Developer,Hà Nội,Java
Full Stack Developer,Nimble,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Go, Javascript, Agile, Ruby"
Freelance Software Developer,Mindrift,LinkedIn,Other IT Role,Hồ Chí Minh,Python
Frontend Engineer,Pizza Hut Digital & Technology,LinkedIn,Frontend Developer,Hồ Chí Minh,"Css3, Html5, Typescript, Javascript, Aws, React, Css"
[Remote] Fullstack Engineer,Glints,LinkedIn,Full-stack Developer,Not Specified,"Typescript, Docker, Javascript, Aws, React"
HN – Nhân Viên Triển Khai Phần Mềm – Khu Vực Miền Bắc,Vexere.com - Vietnam's largest online bus ticketing platform,LinkedIn,Software Implementation Staff,Hà Nội,
PHP/JAVA/.NET/MOBILE DEVELOPER và QC,Softworld VietNam Ltd,LinkedIn,Backend Developer,Not Specified,"Java, Php, Javascript"
Junior Cloud Engineer,Noventiq Vietnam,LinkedIn,Cloud Engineer,Hồ Chí Minh,Not Specified
Software Engineer II,Wati,LinkedIn,Frontend Developer,Hồ Chí Minh,"Javascript, React, Html/Css, Html, Css"
Trưởng Nhóm Lập Trình PHP,Công Ty Cổ Phần Truyền Thông VMG,LinkedIn,Tech Lead,Hà Nội,Php
iOS Developer,GSOFT,LinkedIn,Mobile Developer,Hồ Chí Minh,"Xcode, Objective-C, Agile, Swift"
Kỹ sư Trí tuệ nhân tạo,Viettel High Tech,LinkedIn,AI Engineer,Hà Nội,Python
Fullstack Developer,Baller Headwear,LinkedIn,Fullstack Developer,Đà Nẵng,"React, Typescript, Javascript"
[ĐÀ NẴNG] REACTJS/NODEJS DEVELOPER,Saigon Technology - Accelerate Software Development,LinkedIn,Frontend Developer,Đà Nẵng,"Aws, React, Agile, Javascript"
Chuyên viên Phát triển phần mềm,Vietcombank Securities Company,LinkedIn,Software Engineer,Hà Nội,Not Specified
.NET 3D Developer,LTS Group,LinkedIn,.NET Developer,Hà Nội,"Java, C#, Sql"
Back End Developer,CMC Global Company Limited.,LinkedIn,Backend Developer,Hà Nội,"Java, Python"
Senior Backend Engineer,RAKSUL Vietnam,LinkedIn,Backend Developer,Hồ Chí Minh,"Java, Aws, Python, Ruby"
"Full-Stack Developer, Platform Operations",AnyMind Group,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Docker, React, Typescript, Javascript"
Backend Developer,HCLTech Vietnam,LinkedIn,Backend Developer,Hồ Chí Minh,"Typescript, Sql, Docker, Javascript, Aws"
Senior/Techlead ReactJS - ENG- HN/ĐN/HCM,FPT Software Innovation,LinkedIn,Frontend Developer,Hồ Chí Minh,"Javascript, Agile, React, Html/Css, Html, Css"
Senior iOS Engineer,NAB Innovation Centre Vietnam,LinkedIn,Mobile Developer,Hồ Chí Minh,"Objective-C, React, Agile, Swift"
Java Engineer- Compliance,Binance,LinkedIn,Backend Developer,Hồ Chí Minh,"Java, Aws"
Solutions Engineer - Vietnamese Speaking,Sui Foundation,LinkedIn,Solutions Engineer,Not Specified,"Typescript, Sql, Javascript, React, Css"
Reactjs Developer,"SOTATEK., JSC",LinkedIn,Frontend Developer,Hà Nội,"Javascript, Agile, React, Html/Css, Html, Css"
Senior Fullstack Developer - Nodejs,ĐÚNG NGƯỜI ĐÚNG VIỆC Community,LinkedIn,Full-stack Developer,Hà Nội,"React, Agile, Javascript, Sql"
Junior QA Engineer,AvePoint,LinkedIn,QA Engineer,Đà Nẵng,
Java Engineer,HRS Group,LinkedIn,Backend Developer,Hồ Chí Minh,"Sql, Aws, Python, Java, Agile"
Full Stack Engineer,WorldQuant,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Sql, Aws, React, Python, Agile"
Frontend Developer,LG CNS Vietnam,LinkedIn,Frontend Developer,Hà Nội,"Html, Javascript, Css"
Junior/Senior Java Developer,Techcombank (TCB),LinkedIn,Java Developer,Hà Nội,"Java, Aws, Agile, Sql"
PHP/JAVA/.NET/MOBILE DEVELOPER và QC,Softworld VietNam Ltd,LinkedIn,Backend Developer,Not Specified,"Java, Php, Javascript"
Game Designer,Sun Studio,LinkedIn,Game Designer,Hồ Chí Minh,Agile
Back End Developer,K&G Viet Nam,LinkedIn,Backend Developer,Hà Nội,"Php, Python"
Kỹ sư Phát triển phần mềm ứng dụng,Viettel High Tech,LinkedIn,Software Engineer,Hà Nội,"Java, React, Swift, Kotlin"
Nhân Viên QA,Đại học FPT,LinkedIn,QA Engineer,Hồ Chí Minh,
Quantitative Developer - Java,Binance,LinkedIn,Quantitative Developer,Hồ Chí Minh,Java
Java Software Engineer,Astek Vietnam,LinkedIn,Java Software Engineer,Hà Nội,"Java, Sql"
Software Engineer II,MiTek,LinkedIn,Software Engineer,Hồ Chí Minh,Agile
Looking for Freelancer or Agency Based In Vietnam to Development of a SaaS + NFC Application,vesta pacem,LinkedIn,Full-stack Developer,Hồ Chí Minh,"Vue.Js, Node.Js, Django, Laravel, React"
Senior Frontend Developer,"NODO.,JSC",LinkedIn,Frontend Developer,Hà Nội,"Typescript, Aws, Python, Html/Css, Java, Html, Css"
Software Engineer - Backend,ShopBack,LinkedIn,Backend Developer,Hồ Chí Minh,"Aws, Typescript, Node.Js"
KỸ SƯ CẦU NỐI BrSe,NMS,LinkedIn,Other IT Role,Hà Nội,"Java, Php, C/C++, .Net"
Java Developer,Saigon Technology - Accelerate Software Development,LinkedIn,Backend Developer,Hồ Chí Minh,"Java, Aws, Agile, Docker"
